Datetime,Motorcycle,Car,Truck_Lorry,Bus,Date,Is_Holiday,Day_Of_Week,Is_Weekend,Hour,Month
4/1/2024 6:00,122,400,7,0,4/1/2024,0,3,0,6,1
4/1/2024 7:00,172,417,9,0,4/1/2024,0,3,0,7,1
4/1/2024 8:00,122,324,7,0,4/1/2024,0,3,0,8,1
4/1/2024 9:00,138,497,8,0,4/1/2024,0,3,0,9,1
4/1/2024 10:00,87,256,6,0,4/1/2024,0,3,0,10,1
4/1/2024 11:00,195,617,10,0,4/1/2024,0,3,0,11,1
4/1/2024 12:00,182,598,9,0,4/1/2024,0,3,0,12,1
4/1/2024 13:00,73,214,7,0,4/1/2024,0,3,0,13,1
4/1/2024 14:00,134,403,7,0,4/1/2024,0,3,0,14,1
4/1/2024 15:00,91,286,7,0,4/1/2024,0,3,0,15,1
4/1/2024 16:00,129,418,9,0,4/1/2024,0,3,0,16,1
4/1/2024 17:00,184,519,9,0,4/1/2024,0,3,0,17,1
4/1/2024 18:00,166,602,8,0,4/1/2024,0,3,0,18,1
4/1/2024 19:00,149,492,9,0,4/1/2024,0,3,0,19,1
4/1/2024 20:00,124,423,9,0,4/1/2024,0,3,0,20,1
4/1/2024 21:00,285,670,10,0,4/1/2024,0,3,0,21,1
4/1/2024 22:00,170,426,13,0,4/1/2024,0,3,0,22,1
4/1/2024 23:00,79,181,12,0,4/1/2024,0,3,0,23,1
5/1/2024 0:00,155,490,6,0,5/1/2024,0,4,0,0,1
5/1/2024 1:00,177,558,7,0,5/1/2024,0,4,0,1,1
5/1/2024 2:00,154,406,7,0,5/1/2024,0,4,0,2,1
5/1/2024 3:00,163,559,7,0,5/1/2024,0,4,0,3,1
5/1/2024 4:00,154,510,6,0,5/1/2024,0,4,0,4,1
5/1/2024 5:00,106,278,6,0,5/1/2024,0,4,0,5,1
5/1/2024 6:00,142,400,6,0,5/1/2024,0,4,0,6,1
5/1/2024 7:00,110,413,6,0,5/1/2024,0,4,0,7,1
5/1/2024 8:00,115,306,7,0,5/1/2024,0,4,0,8,1
5/1/2024 9:00,38,136,6,0,5/1/2024,0,4,0,9,1
5/1/2024 10:00,223,666,6,0,5/1/2024,0,4,0,10,1
5/1/2024 11:00,206,606,7,0,5/1/2024,0,4,0,11,1
5/1/2024 12:00,177,631,7,0,5/1/2024,0,4,0,12,1
5/1/2024 13:00,211,627,8,0,5/1/2024,0,4,0,13,1
5/1/2024 14:00,89,259,8,0,5/1/2024,0,4,0,14,1
5/1/2024 15:00,126,317,6,0,5/1/2024,0,4,0,15,1
5/1/2024 16:00,125,427,7,0,5/1/2024,0,4,0,16,1
5/1/2024 17:00,190,658,8,0,5/1/2024,0,4,0,17,1
5/1/2024 18:00,190,530,8,0,5/1/2024,0,4,0,18,1
5/1/2024 19:00,71,233,6,0,5/1/2024,0,4,0,19,1
5/1/2024 20:00,153,550,7,0,5/1/2024,0,4,0,20,1
5/1/2024 21:00,160,561,7,0,5/1/2024,0,4,0,21,1
5/1/2024 22:00,145,440,9,0,5/1/2024,0,4,0,22,1
5/1/2024 23:00,93,201,9,0,5/1/2024,0,4,0,23,1
6/1/2024 0:00,86,212,5,0,6/1/2024,0,5,1,0,1
6/1/2024 1:00,239,583,7,0,6/1/2024,0,5,1,1,1
6/1/2024 2:00,158,318,6,0,6/1/2024,0,5,1,2,1
6/1/2024 3:00,195,587,8,0,6/1/2024,0,5,1,3,1
6/1/2024 4:00,188,491,8,0,6/1/2024,0,5,1,4,1
6/1/2024 5:00,113,297,6,0,6/1/2024,0,5,1,5,1
6/1/2024 6:00,101,226,7,0,6/1/2024,0,5,1,6,1
6/1/2024 7:00,144,594,10,2,6/1/2024,0,5,1,7,1
6/1/2024 8:00,108,298,6,0,6/1/2024,0,5,1,8,1
6/1/2024 9:00,224,528,7,0,6/1/2024,0,5,1,9,1
6/1/2024 10:00,203,583,7,0,6/1/2024,0,5,1,10,1
6/1/2024 11:00,80,248,6,0,6/1/2024,0,5,1,11,1
6/1/2024 12:00,186,502,7,0,6/1/2024,0,5,1,12,1
6/1/2024 13:00,59,165,6,0,6/1/2024,0,5,1,13,1
6/1/2024 14:00,169,519,9,0,6/1/2024,0,5,1,14,1
6/1/2024 15:00,254,698,8,0,6/1/2024,0,5,1,15,1
6/1/2024 16:00,161,469,8,0,6/1/2024,0,5,1,16,1
6/1/2024 17:00,108,338,8,0,6/1/2024,0,5,1,17,1
6/1/2024 18:00,160,362,7,0,6/1/2024,0,5,1,18,1
6/1/2024 19:00,112,416,8,0,6/1/2024,0,5,1,19,1
6/1/2024 20:00,176,584,9,0,6/1/2024,0,5,1,20,1
6/1/2024 21:00,188,505,8,0,6/1/2024,0,5,1,21,1
6/1/2024 22:00,143,354,9,1,6/1/2024,0,5,1,22,1
6/1/2024 23:00,305,600,13,2,6/1/2024,0,5,1,23,1
7/1/2024 0:00,183,365,6,0,7/1/2024,0,6,1,0,1
7/1/2024 1:00,126,383,6,0,7/1/2024,0,6,1,1,1
7/1/2024 2:00,209,554,6,0,7/1/2024,0,6,1,2,1
7/1/2024 3:00,170,391,7,0,7/1/2024,0,6,1,3,1
7/1/2024 4:00,245,786,6,0,7/1/2024,0,6,1,4,1
7/1/2024 5:00,127,280,9,1,7/1/2024,0,6,1,5,1
7/1/2024 6:00,79,215,7,0,7/1/2024,0,6,1,6,1
7/1/2024 7:00,109,344,6,0,7/1/2024,0,6,1,7,1
7/1/2024 8:00,180,518,6,0,7/1/2024,0,6,1,8,1
7/1/2024 9:00,106,351,7,0,7/1/2024,0,6,1,9,1
7/1/2024 10:00,166,435,7,1,7/1/2024,0,6,1,10,1
7/1/2024 11:00,171,407,7,0,7/1/2024,0,6,1,11,1
7/1/2024 12:00,166,523,7,0,7/1/2024,0,6,1,12,1
7/1/2024 13:00,194,402,7,0,7/1/2024,0,6,1,13,1
7/1/2024 14:00,214,571,7,0,7/1/2024,0,6,1,14,1
7/1/2024 15:00,212,466,9,0,7/1/2024,0,6,1,15,1
7/1/2024 16:00,301,996,8,0,7/1/2024,0,6,1,16,1
7/1/2024 17:00,185,621,8,0,7/1/2024,0,6,1,17,1
7/1/2024 18:00,127,382,7,0,7/1/2024,0,6,1,18,1
7/1/2024 19:00,81,271,7,1,7/1/2024,0,6,1,19,1
7/1/2024 20:00,200,678,9,2,7/1/2024,0,6,1,20,1
7/1/2024 21:00,93,244,8,2,7/1/2024,0,6,1,21,1
7/1/2024 22:00,119,402,9,2,7/1/2024,0,6,1,22,1
7/1/2024 23:00,347,1278,11,2,7/1/2024,0,6,1,23,1
8/1/2024 0:00,102,264,4,0,8/1/2024,0,0,0,0,1
8/1/2024 1:00,144,630,5,0,8/1/2024,0,0,0,1,1
8/1/2024 2:00,173,626,6,0,8/1/2024,0,0,0,2,1
8/1/2024 3:00,75,210,5,0,8/1/2024,0,0,0,3,1
8/1/2024 4:00,105,344,5,0,8/1/2024,0,0,0,4,1
8/1/2024 5:00,97,401,6,0,8/1/2024,0,0,0,5,1
8/1/2024 6:00,127,370,6,0,8/1/2024,0,0,0,6,1
8/1/2024 7:00,129,328,5,0,8/1/2024,0,0,0,7,1
8/1/2024 8:00,164,683,5,0,8/1/2024,0,0,0,8,1
8/1/2024 9:00,125,414,5,0,8/1/2024,0,0,0,9,1
8/1/2024 10:00,143,601,5,0,8/1/2024,0,0,0,10,1
8/1/2024 11:00,179,589,5,0,8/1/2024,0,0,0,11,1
8/1/2024 12:00,189,664,5,0,8/1/2024,0,0,0,12,1
8/1/2024 13:00,138,417,6,0,8/1/2024,0,0,0,13,1
8/1/2024 14:00,149,618,7,0,8/1/2024,0,0,0,14,1
8/1/2024 15:00,83,358,6,0,8/1/2024,0,0,0,15,1
8/1/2024 16:00,173,621,7,0,8/1/2024,0,0,0,16,1
8/1/2024 17:00,84,294,6,0,8/1/2024,0,0,0,17,1
8/1/2024 18:00,64,263,6,0,8/1/2024,0,0,0,18,1
8/1/2024 19:00,130,425,6,0,8/1/2024,0,0,0,19,1
8/1/2024 20:00,215,817,7,0,8/1/2024,0,0,0,20,1
8/1/2024 21:00,133,532,6,0,8/1/2024,0,0,0,21,1
8/1/2024 22:00,169,656,6,0,8/1/2024,0,0,0,22,1
8/1/2024 23:00,74,282,6,0,8/1/2024,0,0,0,23,1
9/1/2024 0:00,106,310,0,0,9/1/2024,0,1,0,0,1
9/1/2024 1:00,108,282,2,0,9/1/2024,0,1,0,1,1
9/1/2024 2:00,95,444,2,0,9/1/2024,0,1,0,2,1
9/1/2024 3:00,151,514,2,0,9/1/2024,0,1,0,3,1
9/1/2024 4:00,134,503,2,0,9/1/2024,0,1,0,4,1
9/1/2024 5:00,124,511,2,0,9/1/2024,0,1,0,5,1
9/1/2024 6:00,171,646,2,0,9/1/2024,0,1,0,6,1
9/1/2024 7:00,136,440,2,0,9/1/2024,0,1,0,7,1
9/1/2024 8:00,53,212,2,0,9/1/2024,0,1,0,8,1
9/1/2024 9:00,154,596,2,0,9/1/2024,0,1,0,9,1
9/1/2024 10:00,127,493,2,0,9/1/2024,0,1,0,10,1
9/1/2024 11:00,93,304,3,0,9/1/2024,0,1,0,11,1
9/1/2024 12:00,165,550,2,0,9/1/2024,0,1,0,12,1
9/1/2024 13:00,70,249,3,0,9/1/2024,0,1,0,13,1
9/1/2024 14:00,132,549,2,0,9/1/2024,0,1,0,14,1
9/1/2024 15:00,94,323,2,0,9/1/2024,0,1,0,15,1
9/1/2024 16:00,153,569,3,0,9/1/2024,0,1,0,16,1
9/1/2024 17:00,113,454,3,0,9/1/2024,0,1,0,17,1
9/1/2024 18:00,42,155,3,0,9/1/2024,0,1,0,18,1
9/1/2024 19:00,154,525,3,0,9/1/2024,0,1,0,19,1
9/1/2024 20:00,108,309,4,0,9/1/2024,0,1,0,20,1
9/1/2024 21:00,100,271,5,0,9/1/2024,0,1,0,21,1
9/1/2024 22:00,105,478,4,0,9/1/2024,0,1,0,22,1
9/1/2024 23:00,149,452,4,0,9/1/2024,0,1,0,23,1
10/1/2024 0:00,180,587,6,0,10/1/2024,0,2,0,0,1
10/1/2024 1:00,101,406,7,0,10/1/2024,0,2,0,1,1
10/1/2024 2:00,80,294,7,0,10/1/2024,0,2,0,2,1
10/1/2024 3:00,135,337,7,0,10/1/2024,0,2,0,3,1
10/1/2024 4:00,180,530,7,0,10/1/2024,0,2,0,4,1
10/1/2024 5:00,63,215,7,0,10/1/2024,0,2,0,5,1
10/1/2024 6:00,93,290,6,0,10/1/2024,0,2,0,6,1
10/1/2024 7:00,182,679,6,0,10/1/2024,0,2,0,7,1
10/1/2024 8:00,185,596,6,0,10/1/2024,0,2,0,8,1
10/1/2024 9:00,187,698,7,0,10/1/2024,0,2,0,9,1
10/1/2024 10:00,164,628,6,0,10/1/2024,0,2,0,10,1
10/1/2024 11:00,202,648,6,0,10/1/2024,0,2,0,11,1
10/1/2024 12:00,96,377,6,0,10/1/2024,0,2,0,12,1
10/1/2024 13:00,140,556,7,0,10/1/2024,0,2,0,13,1
10/1/2024 14:00,129,253,7,0,10/1/2024,0,2,0,14,1
10/1/2024 15:00,157,428,8,0,10/1/2024,0,2,0,15,1
10/1/2024 16:00,102,383,7,0,10/1/2024,0,2,0,16,1
10/1/2024 17:00,182,636,9,0,10/1/2024,0,2,0,17,1
10/1/2024 18:00,46,160,7,0,10/1/2024,0,2,0,18,1
10/1/2024 19:00,155,392,7,0,10/1/2024,0,2,0,19,1
10/1/2024 20:00,181,563,8,0,10/1/2024,0,2,0,20,1
10/1/2024 21:00,164,496,10,0,10/1/2024,0,2,0,21,1
10/1/2024 22:00,100,367,10,0,10/1/2024,0,2,0,22,1
10/1/2024 23:00,148,447,11,0,10/1/2024,0,2,0,23,1
11/1/2024 0:00,38,125,1,0,11/1/2024,0,3,0,0,1
11/1/2024 1:00,53,192,2,0,11/1/2024,0,3,0,1,1
11/1/2024 2:00,45,171,1,0,11/1/2024,0,3,0,2,1
11/1/2024 3:00,31,78,1,0,11/1/2024,0,3,0,3,1
11/1/2024 4:00,60,183,1,0,11/1/2024,0,3,0,4,1
11/1/2024 5:00,40,148,1,0,11/1/2024,0,3,0,5,1
11/1/2024 6:00,52,166,1,0,11/1/2024,0,3,0,6,1
11/1/2024 7:00,25,84,2,0,11/1/2024,0,3,0,7,1
11/1/2024 8:00,38,97,3,0,11/1/2024,0,3,0,8,1
11/1/2024 9:00,31,104,2,0,11/1/2024,0,3,0,9,1
11/1/2024 10:00,57,149,2,0,11/1/2024,0,3,0,10,1
11/1/2024 11:00,69,207,2,0,11/1/2024,0,3,0,11,1
11/1/2024 12:00,43,112,2,0,11/1/2024,0,3,0,12,1
11/1/2024 13:00,46,102,2,0,11/1/2024,0,3,0,13,1
11/1/2024 14:00,65,228,2,0,11/1/2024,0,3,0,14,1
11/1/2024 15:00,21,64,3,0,11/1/2024,0,3,0,15,1
11/1/2024 16:00,78,236,3,0,11/1/2024,0,3,0,16,1
11/1/2024 17:00,58,178,3,0,11/1/2024,0,3,0,17,1
11/1/2024 18:00,64,186,3,0,11/1/2024,0,3,0,18,1
11/1/2024 19:00,50,166,3,0,11/1/2024,0,3,0,19,1
11/1/2024 20:00,48,108,3,0,11/1/2024,0,3,0,20,1
11/1/2024 21:00,34,107,4,0,11/1/2024,0,3,0,21,1
11/1/2024 22:00,54,126,3,0,11/1/2024,0,3,0,22,1
11/1/2024 23:00,57,140,3,0,11/1/2024,0,3,0,23,1
12/1/2024 0:00,37,113,0,0,12/1/2024,0,4,0,0,1
12/1/2024 1:00,32,131,0,0,12/1/2024,0,4,0,1,1
12/1/2024 2:00,34,89,0,0,12/1/2024,0,4,0,2,1
12/1/2024 3:00,23,67,0,0,12/1/2024,0,4,0,3,1
12/1/2024 4:00,38,173,1,0,12/1/2024,0,4,0,4,1
12/1/2024 5:00,47,153,1,0,12/1/2024,0,4,0,5,1
12/1/2024 6:00,44,181,1,0,12/1/2024,0,4,0,6,1
12/1/2024 7:00,46,146,1,0,12/1/2024,0,4,0,7,1
12/1/2024 8:00,34,70,1,0,12/1/2024,0,4,0,8,1
12/1/2024 9:00,36,113,2,0,12/1/2024,0,4,0,9,1
12/1/2024 10:00,43,158,1,0,12/1/2024,0,4,0,10,1
12/1/2024 11:00,26,132,1,0,12/1/2024,0,4,0,11,1
12/1/2024 12:00,26,69,2,0,12/1/2024,0,4,0,12,1
12/1/2024 13:00,44,117,2,0,12/1/2024,0,4,0,13,1
12/1/2024 14:00,24,100,2,0,12/1/2024,0,4,0,14,1
12/1/2024 15:00,50,175,2,0,12/1/2024,0,4,0,15,1
12/1/2024 16:00,36,127,2,0,12/1/2024,0,4,0,16,1
12/1/2024 17:00,53,167,2,0,12/1/2024,0,4,0,17,1
12/1/2024 18:00,25,74,2,0,12/1/2024,0,4,0,18,1
12/1/2024 19:00,20,71,2,0,12/1/2024,0,4,0,19,1
12/1/2024 20:00,33,119,2,0,12/1/2024,0,4,0,20,1
12/1/2024 21:00,76,231,2,0,12/1/2024,0,4,0,21,1
12/1/2024 22:00,51,157,2,0,12/1/2024,0,4,0,22,1
12/1/2024 23:00,44,129,3,0,12/1/2024,0,4,0,23,1
13/1/2024 0:00,204,721,4,0,13/1/2024,0,5,1,0,1
13/1/2024 1:00,138,277,6,1,13/1/2024,0,5,1,1,1
13/1/2024 2:00,66,184,6,0,13/1/2024,0,5,1,2,1
13/1/2024 3:00,220,597,6,0,13/1/2024,0,5,1,3,1
13/1/2024 4:00,121,431,5,0,13/1/2024,0,5,1,4,1
13/1/2024 5:00,198,684,5,0,13/1/2024,0,5,1,5,1
13/1/2024 6:00,158,487,5,0,13/1/2024,0,5,1,6,1
13/1/2024 7:00,181,406,6,0,13/1/2024,0,5,1,7,1
13/1/2024 8:00,208,593,6,0,13/1/2024,0,5,1,8,1
13/1/2024 9:00,129,204,6,0,13/1/2024,0,5,1,9,1
13/1/2024 10:00,233,705,6,0,13/1/2024,0,5,1,10,1
13/1/2024 11:00,138,403,7,0,13/1/2024,0,5,1,11,1
13/1/2024 12:00,94,365,7,0,13/1/2024,0,5,1,12,1
13/1/2024 13:00,159,477,6,0,13/1/2024,0,5,1,13,1
13/1/2024 14:00,154,482,8,0,13/1/2024,0,5,1,14,1
13/1/2024 15:00,168,621,6,0,13/1/2024,0,5,1,15,1
13/1/2024 16:00,105,445,7,1,13/1/2024,0,5,1,16,1
13/1/2024 17:00,122,296,6,0,13/1/2024,0,5,1,17,1
13/1/2024 18:00,197,498,7,0,13/1/2024,0,5,1,18,1
13/1/2024 19:00,180,450,7,0,13/1/2024,0,5,1,19,1
13/1/2024 20:00,88,350,7,0,13/1/2024,0,5,1,20,1
13/1/2024 21:00,68,282,6,0,13/1/2024,0,5,1,21,1
13/1/2024 22:00,59,192,6,1,13/1/2024,0,5,1,22,1
13/1/2024 23:00,203,620,8,1,13/1/2024,0,5,1,23,1
14/1/2024 0:00,293,860,6,0,14/1/2024,0,6,1,0,1
14/1/2024 1:00,241,730,5,0,14/1/2024,0,6,1,1,1
14/1/2024 2:00,212,544,5,0,14/1/2024,0,6,1,2,1
14/1/2024 3:00,247,686,5,0,14/1/2024,0,6,1,3,1
14/1/2024 4:00,201,400,5,0,14/1/2024,0,6,1,4,1
14/1/2024 5:00,59,180,5,0,14/1/2024,0,6,1,5,1
14/1/2024 6:00,93,292,6,0,14/1/2024,0,6,1,6,1
14/1/2024 7:00,220,481,5,0,14/1/2024,0,6,1,7,1
14/1/2024 8:00,118,477,8,0,14/1/2024,0,6,1,8,1
14/1/2024 9:00,201,601,9,0,14/1/2024,0,6,1,9,1
14/1/2024 10:00,200,380,6,0,14/1/2024,0,6,1,10,1
14/1/2024 11:00,108,510,7,0,14/1/2024,0,6,1,11,1
14/1/2024 12:00,209,464,6,0,14/1/2024,0,6,1,12,1
14/1/2024 13:00,146,530,7,0,14/1/2024,0,6,1,13,1
14/1/2024 14:00,172,272,6,0,14/1/2024,0,6,1,14,1
14/1/2024 15:00,180,682,7,0,14/1/2024,0,6,1,15,1
14/1/2024 16:00,125,236,7,1,14/1/2024,0,6,1,16,1
14/1/2024 17:00,95,379,6,0,14/1/2024,0,6,1,17,1
14/1/2024 18:00,179,452,7,0,14/1/2024,0,6,1,18,1
14/1/2024 19:00,95,417,9,2,14/1/2024,0,6,1,19,1
14/1/2024 20:00,226,564,8,2,14/1/2024,0,6,1,20,1
14/1/2024 21:00,188,402,7,2,14/1/2024,0,6,1,21,1
14/1/2024 22:00,167,653,9,2,14/1/2024,0,6,1,22,1
14/1/2024 23:00,172,752,10,2,14/1/2024,0,6,1,23,1
15/1/2024 0:00,135,527,0,0,15/1/2024,0,0,0,0,1
15/1/2024 1:00,66,204,2,0,15/1/2024,0,0,0,1,1
15/1/2024 2:00,92,266,2,0,15/1/2024,0,0,0,2,1
15/1/2024 3:00,114,419,2,0,15/1/2024,0,0,0,3,1
15/1/2024 4:00,157,716,3,0,15/1/2024,0,0,0,4,1
15/1/2024 5:00,71,234,2,0,15/1/2024,0,0,0,5,1
15/1/2024 6:00,97,309,2,0,15/1/2024,0,0,0,6,1
15/1/2024 7:00,54,269,2,0,15/1/2024,0,0,0,7,1
15/1/2024 8:00,119,401,2,0,15/1/2024,0,0,0,8,1
15/1/2024 9:00,179,747,3,0,15/1/2024,0,0,0,9,1
15/1/2024 10:00,124,549,4,0,15/1/2024,0,0,0,10,1
15/1/2024 11:00,110,546,2,0,15/1/2024,0,0,0,11,1
15/1/2024 12:00,142,502,2,0,15/1/2024,0,0,0,12,1
15/1/2024 13:00,155,646,2,0,15/1/2024,0,0,0,13,1
15/1/2024 14:00,96,466,2,0,15/1/2024,0,0,0,14,1
15/1/2024 15:00,81,374,2,0,15/1/2024,0,0,0,15,1
15/1/2024 16:00,127,491,3,0,15/1/2024,0,0,0,16,1
15/1/2024 17:00,85,248,3,0,15/1/2024,0,0,0,17,1
15/1/2024 18:00,65,303,4,0,15/1/2024,0,0,0,18,1
15/1/2024 19:00,78,333,4,0,15/1/2024,0,0,0,19,1
15/1/2024 20:00,89,316,4,0,15/1/2024,0,0,0,20,1
15/1/2024 21:00,170,783,4,0,15/1/2024,0,0,0,21,1
15/1/2024 22:00,126,493,4,0,15/1/2024,0,0,0,22,1
15/1/2024 23:00,268,1077,4,0,15/1/2024,0,0,0,23,1
16/1/2024 0:00,85,263,3,0,16/1/2024,0,1,0,0,1
16/1/2024 1:00,232,680,8,0,16/1/2024,0,1,0,1,1
16/1/2024 2:00,155,628,6,0,16/1/2024,0,1,0,2,1
16/1/2024 3:00,128,289,7,0,16/1/2024,0,1,0,3,1
16/1/2024 4:00,139,433,5,0,16/1/2024,0,1,0,4,1
16/1/2024 5:00,91,277,5,0,16/1/2024,0,1,0,5,1
16/1/2024 6:00,79,237,6,0,16/1/2024,0,1,0,6,1
16/1/2024 7:00,163,395,6,0,16/1/2024,0,1,0,7,1
16/1/2024 8:00,226,622,7,0,16/1/2024,0,1,0,8,1
16/1/2024 9:00,84,244,5,0,16/1/2024,0,1,0,9,1
16/1/2024 10:00,192,645,6,0,16/1/2024,0,1,0,10,1
16/1/2024 11:00,174,408,6,0,16/1/2024,0,1,0,11,1
16/1/2024 12:00,169,582,6,0,16/1/2024,0,1,0,12,1
16/1/2024 13:00,194,796,6,0,16/1/2024,0,1,0,13,1
16/1/2024 14:00,161,530,7,0,16/1/2024,0,1,0,14,1
16/1/2024 15:00,257,819,8,0,16/1/2024,0,1,0,15,1
16/1/2024 16:00,135,364,9,0,16/1/2024,0,1,0,16,1
16/1/2024 17:00,171,591,7,0,16/1/2024,0,1,0,17,1
16/1/2024 18:00,106,366,7,0,16/1/2024,0,1,0,18,1
16/1/2024 19:00,168,414,8,0,16/1/2024,0,1,0,19,1
16/1/2024 20:00,150,478,7,0,16/1/2024,0,1,0,20,1
16/1/2024 21:00,154,581,8,0,16/1/2024,0,1,0,21,1
16/1/2024 22:00,189,460,9,0,16/1/2024,0,1,0,22,1
16/1/2024 23:00,225,816,10,0,16/1/2024,0,1,0,23,1
17/1/2024 0:00,148,369,4,0,17/1/2024,0,2,0,0,1
